CustomerID,NIK,Annual_Income,Spending_Score,Profession,Work_Experience,Family_Size,province,city,district,gender,birth_datetime,birthday,age,regist_code,birth_year,generation
153,1674055111790016,17000000.0,20,Engineer,0.0,2,SUMATERA SELATAN,KOTA PRABUMULIH,Prabumulih Utara,Female,1979-11-11,11 November 1979,44,16,1979,Gen. X
154,6209065407850019,92000000.0,76,Artist,2.0,2,KALIMANTAN TENGAH,KAB. LAMANDAU,Sematu Jaya,Female,1985-07-14,14 July 1985,38,19,1985,Gen. Y (Millenials)
155,3515065802760014,80000000.0,16,Healthcare,0.0,4,JAWA TIMUR,KAB. SIDOARJO,Tanggulangin,Female,1976-02-18,18 February 1976,47,14,1976,Gen. X
156,9112176907960003,10000000.0,89,Marketing,8.0,4,PAPUA,KAB PEGUNUNGAN BINTANG,Kawor,Female,1996-07-29,29 July 1996,27,3,1996,Gen. Y (Millenials)
157,7302020202860007,16000000.0,1,Executive,1.0,1,SULAWESI SELATAN,KAB. BULUKUMBA,Ujung Bulu,Male,1986-02-02,02 February 1986,37,7,1986,Gen. Y (Millenials)
158,6301065402930002,87000000.0,78,Artist,3.0,4,KALIMANTAN SELATAN,KAB. TANAH LAUT,Panyipatan,Female,1993-02-14,14 February 1993,30,2,1993,Gen. Y (Millenials)
159,1110120609890009,66000000.0,1,Lawyer,1.0,2,ACEH,KAB. ACEH SINGKIL,Suro Makmur,Male,1989-09-06,06 September 1989,34,9,1989,Gen. Y (Millenials)
160,3217154808930008,86000000.0,73,Artist,3.0,3,JAWA BARAT,KAB. BANDUNG BARAT,Gununghalu,Female,1993-08-08,08 August 1993,30,8,1993,Gen. Y (Millenials)
161,3321066309670011,9000000.0,35,Artist,1.0,1,JAWA TENGAH,KAB. DEMAK,Wonosalam,Female,1967-09-23,23 September 1967,56,11,1967,Gen. X
162,1971046403940019,50000000.0,83,Healthcare,1.0,5,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Rangkui,Female,1994-03-24,24 March 1994,29,19,1994,Gen. Y (Millenials)
163,1202141902040010,35000000.0,5,Executive,0.0,5,SUMATERA UTARA,KAB. TAPANULI UTARA,Garoga,Male,2004-02-19,19 February 2004,19,10,2004,Gen. Z (Zoomers)
164,3201376708920011,58000000.0,93,Healthcare,1.0,5,JAWA BARAT,KAB. BOGOR,Tajurhalang,Female,1992-08-27,27 August 1992,31,11,1992,Gen. Y (Millenials)
165,7326181612730011,47000000.0,26,Doctor,0.0,2,SULAWESI SELATAN,KAB. TORAJA UTARA,Rantebua,Male,1973-12-16,16 December 1973,49,11,1973,Gen. X
166,3320085408870016,54000000.0,75,Artist,5.0,3,JAWA TENGAH,KAB. JEPARA,Bangsri,Female,1987-08-14,14 August 1987,36,16,1987,Gen. Y (Millenials)
167,9201131507810019,79000000.0,20,Homemaker,9.0,3,PAPUA BARAT,KAB. SORONG,Mayamuk,Male,1981-07-15,15 July 1981,42,19,1981,Gen. Y (Millenials)
168,5108065205900010,83000000.0,95,Artist,0.0,5,BALI,KAB. BULELENG,Buleleng,Female,1990-05-12,12 May 1990,33,10,1990,Gen. Y (Millenials)
169,6402106205870002,57000000.0,27,Artist,0.0,3,KALIMANTAN TIMUR,KAB. KUTAI KARTANEGARA,Kembang Janggut,Female,1987-05-22,22 May 1987,36,2,1987,Gen. Y (Millenials)
170,3310240107910005,0.0,63,Artist,2.0,2,JAWA TENGAH,KAB. KLATEN,Klaten Utara,Male,1991-07-01,01 July 1991,32,5,1991,Gen. Y (Millenials)
171,7303050602830010,69000000.0,13,Artist,3.0,5,SULAWESI SELATAN,KAB. BANTAENG,Pajukukang,Male,1983-02-06,06 February 1983,40,10,1983,Gen. Y (Millenials)
172,3513051508950001,4000000.0,75,Executive,0.0,2,JAWA TIMUR,KAB. PROBOLINGGO,Leces,Male,1995-08-15,15 August 1995,28,1,1995,Gen. Y (Millenials)
173,3278020205870013,79000000.0,10,Lawyer,0.0,2,JAWA BARAT,KOTA TASIKMALAYA,Cipedes,Male,1987-05-02,02 May 1987,36,13,1987,Gen. Y (Millenials)
174,1671110407870018,99000000.0,92,Artist,5.0,2,SUMATERA SELATAN,KOTA PALEMBANG,Bukit Kecil,Male,1987-07-04,04 July 1987,36,18,1987,Gen. Y (Millenials)
175,1115065107710002,20000000.0,13,Lawyer,0.0,2,ACEH,KAB. NAGAN RAYA,Suka Makmue,Female,1971-07-11,11 July 1971,52,2,1971,Gen. X
176,1205055905930003,28000000.0,86,Artist,3.0,4,SUMATERA UTARA,KAB. LANGKAT,Binjai,Female,1993-05-19,19 May 1993,30,3,1993,Gen. Y (Millenials)
177,1312091805650008,29000000.0,15,Engineer,11.0,1,SUMATERA BARAT,KAB. PASAMAN BARAT,Sungaiaur,Male,1965-05-18,18 May 1965,58,8,1965,Gen. X
178,1609073009960019,45000000.0,69,Healthcare,2.0,6,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Buay Runjung,Male,1996-09-30,30 September 1996,27,19,1996,Gen. Y (Millenials)
179,6105011008640014,86000000.0,14,Healthcare,4.0,3,KALIMANTAN BARAT,KAB. SINTANG,Sintang,Male,1964-08-10,10 August 1964,59,14,1964,Boomers
180,3208040601880015,42000000.0,90,Engineer,8.0,1,JAWA BARAT,KAB. KUNINGAN,Ciwaru,Male,1988-01-06,06 January 1988,35,15,1988,Gen. Y (Millenials)
181,3322015711860016,59000000.0,32,Artist,7.0,2,JAWA TENGAH,KAB. SEMARANG,Getasan,Female,1986-11-17,17 November 1986,37,16,1986,Gen. Y (Millenials)
182,1376015304910002,61000000.0,86,Entertainment,7.0,5,SUMATERA BARAT,KOTA PAYAKUMBUH,Payakumbuh Barat,Female,1991-04-13,13 April 1991,32,2,1991,Gen. Y (Millenials)
183,3329040302770009,11000000.0,15,Artist,7.0,1,JAWA TENGAH,KAB. BREBES,Paguyangan,Male,1977-02-03,03 February 1977,46,9,1977,Gen. X
184,3513187110940014,66000000.0,88,Artist,4.0,4,JAWA TIMUR,KAB. PROBOLINGGO,Gending,Female,1994-10-31,31 October 1994,29,14,1994,Gen. Y (Millenials)
185,3217054612820019,39000000.0,39,Artist,1.0,1,JAWA BARAT,KAB. BANDUNG BARAT,Cipeundeuy,Female,1982-12-06,06 December 1982,40,19,1982,Gen. Y (Millenials)
186,1219121107930017,72000000.0,97,Artist,6.0,2,SUMATERA UTARA,KAB. BATU BARA,Nibung Hangus,Male,1993-07-11,11 July 1993,30,17,1993,Gen. Y (Millenials)
187,9101145412690006,14000000.0,24,Lawyer,1.0,2,PAPUA,KAB. MERAUKE,Malind,Female,1969-12-14,14 December 1969,53,6,1969,Gen. X
188,1501082710950003,44000000.0,68,Doctor,5.0,3,JAMBI,KAB. KERINCI,Keliling Danau,Male,1995-10-27,27 October 1995,28,3,1995,Gen. Y (Millenials)
189,1602115109820015,76000000.0,17,Engineer,8.0,2,SUMATERA SELATAN,KAB. OGAN KOMERING ILIR,Tulung Selapan,Female,1982-09-11,11 September 1982,41,15,1982,Gen. Y (Millenials)
190,1905054807870005,95000000.0,85,Artist,4.0,2,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA BARAT,Tempilang,Female,1987-07-08,08 July 1987,36,5,1987,Gen. Y (Millenials)
191,5308096202890013,92000000.0,23,Artist,5.0,3,NUSA TENGGARA TIMUR,KAB. ENDE,Wolojita,Female,1989-02-22,22 February 1989,34,13,1989,Gen. Y (Millenials)
192,7102184406910003,98000000.0,69,Artist,8.0,2,SULAWESI UTARA,KAB. MINAHASA,Tondano Selatan,Female,1991-06-04,04 June 1991,32,3,1991,Gen. Y (Millenials)
193,9118182001900008,96000000.0,8,Executive,9.0,2,PAPUA,KAB. ASMAT,Ayip,Male,1990-01-20,20 January 1990,33,8,1990,Gen. Y (Millenials)
194,7108046703850012,45000000.0,91,Artist,10.0,4,SULAWESI UTARA,KAB. BOLAANG MONGONDOWUTARA,Bolangitang Barat,Female,1985-03-27,27 March 1985,38,12,1985,Gen. Y (Millenials)
195,1304015911760003,8000000.0,16,Artist,7.0,2,SUMATERA BARAT,KAB. TANAH DATAR,X Koto,Female,1976-11-19,19 November 1976,47,3,1976,Gen. X
196,1605036010880015,46000000.0,79,Executive,1.0,3,SUMATERA SELATAN,KAB. MUSI RAWAS,Muara Kelingi,Female,1988-10-20,20 October 1988,35,15,1988,Gen. Y (Millenials)
197,3311094602780006,78000000.0,28,Artist,0.0,2,JAWA TENGAH,KAB. SUKOHARJO,Grogol,Female,1978-02-06,06 February 1978,45,6,1978,Gen. X
198,7201230801910016,4000000.0,74,Artist,1.0,5,SULAWESI TENGAH,KAB. BANGGAI,Nambo,Male,1991-01-08,08 January 1991,32,16,1991,Gen. Y (Millenials)
199,1808032303910017,81000000.0,18,Executive,1.0,2,LAMPUNG,KAB. WAY KANAN,Banjit,Male,1991-03-23,23 March 1991,32,17,1991,Gen. Y (Millenials)
200,1872050402930018,33000000.0,83,Artist,4.0,2,LAMPUNG,KOTA METRO,Metro Selatan,Male,1993-02-04,04 February 1993,30,18,1993,Gen. Y (Millenials)
201,3217056811020018,40000000.0,10,Healthcare,0.0,3,JAWA BARAT,KAB. BANDUNG BARAT,Cipeundeuy,Female,2002-11-28,28 November 2002,21,18,2002,Gen. Z (Zoomers)
202,7412042209890002,85000000.0,16,Healthcare,9.0,3,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Timur,Male,1989-09-22,22 September 1989,34,2,1989,Gen. Y (Millenials)
205,9124165307610016,63000000.0,59,Entertainment,0.0,2,PAPUA,KAB. NDUGA,Yal,Female,1961-07-13,13 July 1961,62,16,1961,Boomers
206,1405105301600007,10000000.0,52,Healthcare,8.0,3,RIAU,KAB. PELALAWAN,Kuala Kampar,Female,1960-01-13,13 January 1960,63,7,1960,Boomers
207,6408015012040015,55000000.0,61,Healthcare,0.0,3,KALIMANTAN TIMUR,KAB. KUTAI TIMUR,Muara Ancalong,Female,2004-12-10,10 December 2004,18,15,2004,Gen. Z (Zoomers)
208,1571101806770004,93000000.0,12,Artist,2.0,1,JAMBI,KOTA JAMBI,Danau Sipin,Male,1977-06-18,18 June 1977,46,4,1977,Gen. X
209,1108246608750013,15000000.0,7,Doctor,0.0,2,ACEH,KAB. ACEH UTARA,Pirak Timur,Female,1975-08-26,26 August 1975,48,13,1975,Gen. X
214,1602020508740017,50000000.0,82,Lawyer,8.0,1,SUMATERA SELATAN,KAB. OGAN KOMERING ILIR,Tanjung Lubuk,Male,1974-08-05,05 August 1974,49,17,1974,Gen. X
215,3323022211750015,95000000.0,68,Doctor,2.0,4,JAWA TENGAH,KAB. TEMANGGUNG,Tembarak,Male,1975-11-22,22 November 1975,48,15,1975,Gen. X
216,9210105111770008,66000000.0,70,Healthcare,3.0,3,PAPUA BARAT,KAB. MAYBRAT,Ayamaru Timur,Female,1977-11-11,11 November 1977,46,8,1977,Gen. X
219,3402085008570018,71000000.0,34,Executive,9.0,2,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Bantul,Female,1957-08-10,10 August 1957,66,18,1957,Boomers
220,5208045301640017,76000000.0,61,Not Employed,9.0,1,NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,Bayan,Female,1964-01-13,13 January 1964,59,17,1964,Boomers
221,3404106405840008,84000000.0,33,Artist,5.0,3,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Kalasan,Female,1984-05-24,24 May 1984,39,8,1984,Gen. Y (Millenials)
223,1506012610800008,33000000.0,55,Artist,4.0,3,JAMBI,KAB. TANJUNG JABUNG BARAT,Tungkal Ulu,Male,1980-10-26,26 October 1980,43,8,1980,Gen. X
225,9209135510830009,83000000.0,48,Homemaker,4.0,1,PAPUA BARAT,KAB. TAMBRAUW,Bikar,Female,1983-10-15,15 October 1983,40,9,1983,Gen. Y (Millenials)
227,9111106208980017,40000000.0,77,Artist,5.0,4,PAPUA,KAB. KEEROM,Yaffi,Female,1998-08-22,22 August 1998,25,17,1998,Gen. Z (Zoomers)
233,1173016901560004,18000000.0,88,Lawyer,0.0,2,ACEH,KOTA LHOKSEUMAWE,Muara Dua,Female,1956-01-29,29 January 1956,67,4,1956,Boomers
236,1506056409940018,62000000.0,34,Healthcare,0.0,4,JAMBI,KAB. TANJUNG JABUNG BARAT,Merlung,Female,1994-09-24,24 September 1994,29,18,1994,Gen. Y (Millenials)
239,3671031307680001,37000000.0,74,Lawyer,1.0,4,BANTEN,KOTA TANGERANG,Batuceper,Male,1968-07-13,13 July 1968,55,1,1968,Gen. X
242,3313087008580005,79000000.0,17,Artist,0.0,3,JAWA TENGAH,KAB. KARANGANYAR,Karangpandan,Female,1958-08-30,30 August 1958,65,5,1958,Boomers
245,1210085207700008,4000000.0,20,Artist,0.0,4,SUMATERA UTARA,KAB. LABUHANBATU,Bilah Hilir,Female,1970-07-12,12 July 1970,53,8,1970,Gen. X
246,3522025807950009,38000000.0,75,Entertainment,7.0,2,JAWA TIMUR,KAB. BOJONEGORO,Tambakrejo,Female,1995-07-18,18 July 1995,28,9,1995,Gen. Y (Millenials)
247,7606010712000018,0.0,96,Doctor,1.0,3,SULAWESI BARAT,KAB. MAMUJU TENGAH,Tobadak,Male,2000-12-07,07 December 2000,22,18,2000,Gen. Z (Zoomers)
248,6402094912910014,7000000.0,16,Artist,1.0,2,KALIMANTAN TIMUR,KAB. KUTAI KARTANEGARA,Kenohan,Female,1991-12-09,09 December 1991,31,14,1991,Gen. Y (Millenials)
249,3519054705860008,41000000.0,2,Artist,1.0,2,JAWA TIMUR,KAB. MADIUN,Kare,Female,1986-05-07,07 May 1986,37,8,1986,Gen. Y (Millenials)
252,3374076702960017,44000000.0,65,Doctor,8.0,1,JAWA TENGAH,KOTA SEMARANG,Semarang Selatan,Female,1996-02-27,27 February 1996,27,17,1996,Gen. Y (Millenials)
255,3601065909770012,27000000.0,32,Engineer,4.0,4,BANTEN,KAB. PANDEGLANG,Panimbang,Female,1977-09-19,19 September 1977,46,12,1977,Gen. X
256,1502211202640011,85000000.0,49,Lawyer,4.0,2,JAMBI,KAB. MERANGIN,Margo Tabir,Male,1964-02-12,12 February 1964,59,11,1964,Boomers
260,5303032001970016,26000000.0,60,Executive,6.0,4,NUSA TENGGARA TIMUR,KAB. TIMOR TENGAH UTARA,Biboki Selatan,Male,1997-01-20,20 January 1997,26,16,1997,Gen. Z (Zoomers)
261,6202085003600007,47000000.0,16,Artist,2.0,3,KALIMANTAN TENGAH,KAB. KOTAWARINGIN TIMUR,Mentaya Hilir Selatan,Female,1960-03-10,10 March 1960,63,7,1960,Boomers
262,1110104704710002,35000000.0,85,Doctor,2.0,6,ACEH,KAB. ACEH SINGKIL,Singkil Utara,Female,1971-04-07,07 April 1971,52,2,1971,Gen. X
263,6207074601910010,31000000.0,24,Lawyer,2.0,3,KALIMANTAN TENGAH,KAB. SERUYAN,Seruyan Raya,Female,1991-01-06,06 January 1991,32,10,1991,Gen. Y (Millenials)
264,7601016711590010,13000000.0,38,Engineer,3.0,4,SULAWESI BARAT,KAB. PASANGKAYU,Bambalamotu,Female,1959-11-27,27 November 1959,64,10,1959,Boomers
265,1803206401860004,79000000.0,10,Homemaker,1.0,7,LAMPUNG,KAB. LAMPUNG UTARA,Sungkai Jaya,Female,1986-01-24,24 January 1986,37,4,1986,Gen. Y (Millenials)
267,3510204212830011,28000000.0,68,Artist,1.0,1,JAWA TIMUR,KAB. BANYUWANGI,Sempu,Female,1983-12-02,02 December 1983,40,11,1983,Gen. Y (Millenials)
269,1113044511890012,8000000.0,76,Entertainment,6.0,6,ACEH,KAB. GAYO LUES,Terangun,Female,1989-11-05,05 November 1989,34,12,1989,Gen. Y (Millenials)
270,3315105109710019,88000000.0,39,Artist,1.0,2,JAWA TENGAH,KAB. GROBOGAN,Wirosari,Female,1971-09-11,11 September 1971,52,19,1971,Gen. X
274,3604077005050016,143000000.0,99,Artist,0.0,2,BANTEN,KAB. SERANG,Bojonegara,Female,2005-05-30,30 May 2005,18,16,2005,Gen. Z (Zoomers)
275,2103224602860005,18000000.0,57,Artist,1.0,2,KEPULAUAN RIAU,KAB. NATUNA,Suak Midai,Female,1986-02-06,06 February 1986,37,5,1986,Gen. Y (Millenials)
280,3602031803550009,48000000.0,73,Healthcare,3.0,3,BANTEN,KAB. LEBAK,Bayah,Male,1955-03-18,18 March 1955,68,9,1955,Boomers
281,1216046701910014,63000000.0,87,Executive,1.0,4,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Paranginan,Female,1991-01-27,27 January 1991,32,14,1991,Gen. Y (Millenials)
282,5315105307800012,85000000.0,63,Marketing,1.0,2,NUSA TENGGARA TIMUR,KAB. MANGGARAI BARAT,Mbeliling,Female,1980-07-13,13 July 1980,43,12,1980,Gen. X
283,1208084606710002,43000000.0,58,Artist,1.0,3,SUMATERA UTARA,KAB. SIMALUNGUN,Bosar Maligas,Female,1971-06-06,06 June 1971,52,2,1971,Gen. X
284,3303044304600005,74000000.0,20,Artist,1.0,2,JAWA TENGAH,KAB. PURBALINGGA,Kaligondang,Female,1960-04-03,03 April 1960,63,5,1960,Boomers
285,9125144209900015,67000000.0,11,Healthcare,0.0,1,PAPUA,KAB. PUNCAK,Bina,Female,1990-09-02,02 September 1990,33,15,1990,Gen. Y (Millenials)
289,3471035910020018,5000000.0,91,Marketing,0.0,1,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Gondokusuman,Female,2002-10-19,19 October 2002,21,18,2002,Gen. Z (Zoomers)
294,3509165005750019,50000000.0,36,Engineer,6.0,4,JAWA TIMUR,KAB. JEMBER,Jenggawah,Female,1975-05-10,10 May 1975,48,19,1975,Gen. X
296,3317105305570004,69000000.0,43,Executive,9.0,3,JAWA TENGAH,KAB. REMBANG,Rembang,Female,1957-05-13,13 May 1957,66,4,1957,Boomers
298,7408060411610010,87000000.0,41,Doctor,6.0,2,SULAWESI TENGGARA,KAB. KOLAKA UTARA,Ngapa,Male,1961-11-04,04 November 1961,62,10,1961,Boomers
299,1609120201060017,79000000.0,16,Artist,1.0,3,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Buay Pematang Ribu Ranau Tengah,Male,2006-01-02,02 January 2006,17,17,2006,Gen. Z (Zoomers)
300,7172022709910015,32000000.0,86,Entertainment,5.0,2,SULAWESI UTARA,KOTA BITUNG,Madidir,Male,1991-09-27,27 September 1991,32,15,1991,Gen. Y (Millenials)
302,6213021308920006,95851000.0,16,Healthcare,5.0,2,KALIMANTAN TENGAH,KAB. BARITO TIMUR,Banua Lima,Male,1992-08-13,13 August 1992,31,6,1992,Gen. Y (Millenials)
303,9123245703920007,145015000.0,73,Healthcare,6.0,3,PAPUA,KAB. LANNY JAYA,Goa Balim,Female,1992-03-17,17 March 1992,31,7,1992,Gen. Y (Millenials)
304,7306114606850019,148539000.0,7,Healthcare,5.0,2,SULAWESI SELATAN,KAB. GOWA,Biringbulu,Female,1985-06-06,06 June 1985,38,19,1985,Gen. Y (Millenials)
306,1604124207580009,180243000.0,26,Marketing,6.0,2,SUMATERA SELATAN,KAB. LAHAT,Pajar Bulan,Female,1958-07-02,02 July 1958,65,9,1958,Boomers
307,1102064104600005,165052000.0,12,Artist,4.0,2,ACEH,KAB. ACEH TENGGARA,Babul Makmur,Female,1960-04-01,01 April 1960,63,5,1960,Boomers
308,3511046111620011,120487000.0,14,Doctor,0.0,2,JAWA TIMUR,KAB. BONDOWOSO,Sukosari,Female,1962-11-21,21 November 1962,61,11,1962,Boomers
309,9105050211970015,112766000.0,83,Engineer,8.0,4,PAPUA,KAB. KEPULAUAN YAPEN,Poom,Male,1997-11-02,02 November 1997,26,15,1997,Gen. Z (Zoomers)
310,5205055601060015,156488000.0,65,Engineer,1.0,4,NUSA TENGGARA BARAT,KAB. DOMPU,Woja,Female,2006-01-16,16 January 2006,17,15,2006,Gen. Z (Zoomers)
311,1214110701670011,97562000.0,15,Executive,5.0,6,SUMATERA UTARA,KAB. NIAS SELATAN,Hilimegai,Male,1967-01-07,07 January 1967,56,11,1967,Gen. X
313,3204445604990007,118302000.0,100,Lawyer,5.0,1,JAWA BARAT,KAB. BANDUNG,Cangkuang,Female,1999-04-16,16 April 1999,24,7,1999,Gen. Z (Zoomers)
317,8204257105690019,132046000.0,8,Homemaker,4.0,4,MALUKU UTARA,KAB. HALMAHERA SELATAN,Kepulauan Joronga,Female,1969-05-31,31 May 1969,54,19,1969,Gen. X
318,3602142408780002,183217000.0,91,Artist,7.0,2,BANTEN,KAB. LEBAK,Rangkasbitung,Male,1978-08-24,24 August 1978,45,2,1978,Gen. X
319,5310123009570006,182937000.0,44,Marketing,8.0,1,NUSA TENGGARA TIMUR,KAB. MANGGARAI,Langke Rembong,Male,1957-09-30,30 September 1957,66,6,1957,Boomers
320,7106084206960002,68272000.0,56,Healthcare,8.0,4,SULAWESI UTARA,KAB. MINAHASA UTARA,Kalawat,Female,1996-06-02,02 June 1996,27,2,1996,Gen. Y (Millenials)
321,1606132507870010,69841000.0,21,Engineer,10.0,2,SUMATERA SELATAN,KAB. MUSI BANYUASIN,Lawang Wetan,Male,1987-07-25,25 July 1987,36,10,1987,Gen. Y (Millenials)
327,7414016801600010,64589000.0,90,Engineer,7.0,1,SULAWESI TENGGARA,KAB. BUTON TENGAH,Lakudo,Female,1960-01-28,28 January 1960,63,10,1960,Boomers
328,3171050608710017,152755000.0,39,Engineer,4.0,2,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Cempaka Putih,Male,1971-08-06,06 August 1971,52,17,1971,Gen. X
329,1673025512860015,92313000.0,58,Healthcare,1.0,5,SUMATERA SELATAN,KOTA LUBUK LINGGAU,Lubuk Linggau Barat I,Female,1986-12-15,15 December 1986,36,15,1986,Gen. Y (Millenials)
331,6107130712990004,165846000.0,33,Engineer,0.0,4,KALIMANTAN BARAT,KAB. BENGKAYANG,Lumar,Male,1999-12-07,07 December 1999,23,4,1999,Gen. Z (Zoomers)
335,6306026011560016,116126000.0,58,Entertainment,10.0,2,KALIMANTAN SELATAN,KAB. HULU SUNGAI SELATAN,Padang Batung,Female,1956-11-20,20 November 1956,67,16,1956,Boomers
336,9101065007910011,112246000.0,30,Healthcare,8.0,3,PAPUA,KAB. MERAUKE,Tanah Miring,Female,1991-07-10,10 July 1991,32,11,1991,Gen. Y (Millenials)
337,9106155802840014,69384000.0,75,Healthcare,1.0,5,PAPUA,KAB. BIAK NUMFOR,Swandiwe,Female,1984-02-18,18 February 1984,39,14,1984,Gen. Y (Millenials)
338,1201175708550015,76529000.0,62,Healthcare,0.0,2,SUMATERA UTARA,KAB. TAPANULI TENGAH,Barus Utara,Female,1955-08-17,17 August 1955,68,15,1955,Boomers
343,1302042307010007,107941000.0,61,Artist,0.0,1,SUMATERA BARAT,KAB. SOLOK,Lembah Gumanti,Male,2001-07-23,23 July 2001,22,7,2001,Gen. Z (Zoomers)
347,1703076507650008,57180000.0,22,Healthcare,9.0,1,BENGKULU,KAB. BENGKULU UTARA,Kota Arga Makmur,Female,1965-07-25,25 July 1965,58,8,1965,Gen. X
349,5307214511990015,151085000.0,39,Marketing,2.0,5,NUSA TENGGARA TIMUR,KAB. SIKKA,Mapitara,Female,1999-11-05,05 November 1999,24,15,1999,Gen. Z (Zoomers)
353,1808036603720009,72303000.0,98,Lawyer,7.0,1,LAMPUNG,KAB. WAY KANAN,Banjit,Female,1972-03-26,26 March 1972,51,9,1972,Gen. X
354,1312022508000018,181760000.0,35,Healthcare,14.0,3,SUMATERA BARAT,KAB. PASAMAN BARAT,Lembah Melintang,Male,2000-08-25,25 August 2000,23,18,2000,Gen. Z (Zoomers)
356,1401112301010002,172923000.0,20,Engineer,6.0,1,RIAU,KAB. KAMPAR,Tapung Hilir,Male,2001-01-23,23 January 2001,22,2,2001,Gen. Z (Zoomers)
358,3216111404030016,184324000.0,51,Marketing,13.0,5,JAWA BARAT,KAB. BEKASI,Cikarang Timur,Male,2003-04-14,14 April 2003,20,16,2003,Gen. Z (Zoomers)
360,3302102812060017,165999000.0,71,Healthcare,9.0,3,JAWA TENGAH,KAB. BANYUMAS,Kalibagor,Male,2006-12-28,28 December 2006,16,17,2006,Gen. Z (Zoomers)
363,7413084603840009,182352000.0,73,Engineer,4.0,3,SULAWESI TENGGARA,KAB. MUNA BARAT,Tiworo Utara,Female,1984-03-06,06 March 1984,39,9,1984,Gen. Y (Millenials)
364,7318015408860004,148544000.0,56,Entertainment,1.0,2,SULAWESI SELATAN,KAB. TANA TORAJA,Saluputi,Female,1986-08-14,14 August 1986,37,4,1986,Gen. Y (Millenials)
365,6502082403770012,62833000.0,85,Artist,1.0,2,KALIMANTAN UTARA,KAB. MALINAU,Malinau Barat,Male,1977-03-24,24 March 1977,46,12,1977,Gen. X
366,5321110905580019,120627000.0,72,Healthcare,0.0,2,NUSA TENGGARA TIMUR,KAB. MALAKA,Kobalima,Male,1958-05-09,09 May 1958,65,19,1958,Boomers
367,9271105202630004,130898000.0,30,Artist,1.0,1,PAPUA BARAT,KOTA SORONG,Maladum Mes,Female,1963-02-12,12 February 1963,60,4,1963,Boomers
370,9209136904870006,87353000.0,25,Entertainment,1.0,5,PAPUA BARAT,KAB. TAMBRAUW,Bikar,Female,1987-04-29,29 April 1987,36,6,1987,Gen. Y (Millenials)
371,9113493004710012,88046000.0,61,Artist,8.0,1,PAPUA,KAB. YAHUKIMO,Hilipuk,Male,1971-04-30,30 April 1971,52,12,1971,Gen. X
373,3577014302950014,178265000.0,5,Lawyer,2.0,1,JAWA TIMUR,KOTA MADIUN,Kartoharjo,Female,1995-02-03,03 February 1995,28,14,1995,Gen. Y (Millenials)
374,8172035611750002,167232000.0,92,Doctor,6.0,4,MALUKU,KOTA TUAL,Tayando Tam,Female,1975-11-16,16 November 1975,48,2,1975,Gen. X
376,8106110310010005,159296000.0,83,Artist,8.0,1,MALUKU,KAB. SERAM BAGIAN BARAT,Elpaputih,Male,2001-10-03,03 October 2001,22,5,2001,Gen. Z (Zoomers)
377,6304026002930018,144043000.0,78,Doctor,1.0,1,KALIMANTAN SELATAN,KAB. BARITO KUALA,Tamban,Female,1993-02-20,20 February 1993,30,18,1993,Gen. Y (Millenials)
378,6311031106770019,72594000.0,64,Artist,1.0,2,KALIMANTAN SELATAN,KAB. BALANGAN,Awayan,Male,1977-06-11,11 June 1977,46,19,1977,Gen. X
383,3305121511890019,91503000.0,26,Artist,0.0,6,JAWA TENGAH,KAB. KEBUMEN,Kebumen,Male,1989-11-15,15 November 1989,34,19,1989,Gen. Y (Millenials)
387,6104246310030004,151124000.0,18,Artist,15.0,3,KALIMANTAN BARAT,KAB. KETAPANG,Pemahan,Female,2003-10-23,23 October 2003,20,4,2003,Gen. Z (Zoomers)
388,7302044804980013,67447000.0,5,Artist,15.0,2,SULAWESI SELATAN,KAB. BULUKUMBA,Bonto Tiro,Female,1998-04-08,08 April 1998,25,13,1998,Gen. Z (Zoomers)
389,6403124208970011,117454000.0,8,Healthcare,16.0,2,KALIMANTAN TIMUR,KAB. BERAU,Batu Putih,Female,1997-08-02,02 August 1997,26,11,1997,Gen. Z (Zoomers)
390,1204275512050001,86203000.0,23,Doctor,13.0,1,SUMATERA UTARA,KAB. NIAS,Ulugawo,Female,2005-12-15,15 December 2005,17,1,2005,Gen. Z (Zoomers)
393,3203170304020012,119116000.0,30,Artist,17.0,4,JAWA BARAT,KAB. CIANJUR,Kadupandak,Male,2002-04-03,03 April 2002,21,12,2002,Gen. Z (Zoomers)
399,3404101307640008,130950000.0,28,Executive,5.0,3,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Kalasan,Male,1964-07-13,13 July 1964,59,8,1964,Boomers
